Subject Code	Course Code	Course Title
ESL	220	English Grammar & Composition
ESL	221	English Composition
ESL	221	English Composition
ESL	222	Listen Spk for NNS of English
ESL	222	Listen Spk for NNS of English
ESL	223	Reading for NNS of English
ESL	223	Reading for NNS of English
ESL	223	Reading for NNS of English
ESL	90	Inten Eng Non-Native Speakers
ESL	92	Inten Eng Non-Nat Speakers II
ESL	93	Inten Eng Non-Nat Speakers III
ESL	94	Inten Eng Non-Nat Speakers IV
ESP	800	Intro to Environ Sci & Policy
FCM	590	Spec Prob in Family Medicine
FCM	590	Spec Prob in Family Medicine
FCM	620	Core Family Medicine Clerkship
FCM	621	Family Med Specialty Rotation
FCM	622	Core Family Med Sub-Internship
FCM	650	Prin of Fam Med - Intensive
FI	311	Financial Management
FI	311	Financial Management
FI	311H	Financial Management
FI	312	Introduction to Investments
FI	312	Introduction to Investments
FI	320	Introduction to Finance
FI	321	Theory of Investments
FI	413	Mgt of Financial Institutions
FI	414	Advanced Business Finance (W)
FI	414	Advanced Business Finance (W)
FI	451	Interntl Financial Management
FI	451	Interntl Financial Management
FI	455	Computer Appl Financl Modeling
FI	455	Computer Appl Financl Modeling
FI	457	Security Analysis
FI	473	Debt and Money Markets
FI	478	Investment Strat & Spec Mrkts
FI	801	Managerial Finance
FI	845	Financial Modeling & Sim I
FI	846	Financial Modeling & Sim II
FI	850	Introduction to Investments I
FI	851	Introduction to Investments II
FI	852	Financial Derivatives I
FI	855	Financial Derivatives II
FI	857	Security Analysis & Port Mgt
FI	862	Corporate Strategy Valuation
FI	865	Corp Real Options Valuation
FI	869	Entrepreneurial Fin Vent Cap
FI	870	Venture Capital Private Equity
FI	891	Topics in Finance
FI	891	Topics in Finance
FIM	210	Seminar in FIM
FIM	220	Food Product Marketing
FIM	335	Food Marketing Management
FIM	415	HR Mgt: Changes & Challenges
FIM	460	Retail Information Systems
FLM	200	Film Collective
FLM	230	Introduction to Film
FLM	260	Intro to Digital Film & Media
FLM	301	History of Film after Midcntry
FLM	334	Intro to Screenwriting (W)
FLM	334	Intro to Screenwriting (W)
FLM	336	Aesthetics of Film Editing
FLM	381	Contemp Film & Media Theory
FLM	434	Advanced Screenwriting (W)
FLM	435B	Creating the Fict Film (W)
FLM	460	Sem in Digital Film/Media (W)
FLT	815	Teaching Culture in FL
FLT	817	FL Program Dev & Admin
FM	608	Family Practice Clerkship
FOR	101	Michigan's Forests
FOR	202	Introduction to Forestry
FOR	330	Human Dimensions of Forests
FOR	405	Forest Ecosystem Services
FOR	412	Wildland Fire
FOR	466	Natural Resource Policy
FOR	833	Human Dimension Forest Carbon
FOR	837	Measur & Monitor Forest Carbon
FOR	899	Master's Thesis Research
FOR	999	Doctoral Dissertation Research
FRN	101	Elementary French I
FRN	102	Elementary French II
FRN	102	Elementary French II
FRN	201	Second-Year French I
FRN	202	Second-Year French II
FRN	320	Self-Express in Writing (W)
FRN	321	Oral Expression
FRN	321	Oral Expression
FRN	330	French Phonetics
FRN	330	French Phonetics
FRN	340	Intro to Reading French Lit(W)
FRN	416	Intro to French Studies II
FRN	430	French Linguistics
FRN	445	Theme-Based Seminar
FSC	325	Food Proc: Unit Operations
FSC	401	Food Chemistry
FSC	402	Food Chemistry Laboratory
FSC	421	Food Laws and Regulations
FSC	431	Cereals Processing
FSC	433	Food Processing: Muscle Foods
FSC	470	Food Prod Development
FSC	810	International Food Laws & Regs
FSC	811	U.S. Food Laws and Regulations
FSC	816	Codex Alimentarius (Food Code)
FSC	890	Spec Prob Food Science
FW	101	Fundamentals of Fish & Wild
FW	110	Conserv & Mangt of Marine Res
FW	207	Great Lakes Biology & Mgt
FW	293	Undergraduate Seminar in FW
FW	364	Ecological Problem Solving
FW	410	Upland Ecosystem Management
FW	419	Applic GIS Natural Resources
FW	431	Fish Ecophysiology Toxicology
FW	439	Conservation Ethics
FW	444	Conservation Biology
FW	449	Wildlife Policy
FW	454	Environmental Hydrology
FW	471	Ichthyology
FW	472	Limnology
FW	479	Fisheries Management
FW	840	Landscape Ecology
FW	854	Uncertainty in Nat Res Mgmt
FW	891	Advanced Topics
FW	893	Sem in Fisheries & Wildlife
FW	893	Sem in Fisheries & Wildlife
FW	899	Master's Thesis Research
FW	999	Doctoral Dissertation Research
GBL	295	Law, Policy and Ethics
GBL	295	Law, Policy and Ethics
GBL	295	Law, Policy and Ethics
GBL	295	Law, Policy and Ethics
GBL	295	Law, Policy and Ethics
GBL	295	Law, Policy and Ethics
GBL	295	Law, Policy and Ethics
GBL	295H	Law, Policy and Ethics (W)
GBL	323	Intro to Business Law
GBL	323	Intro to Business Law
GBL	451	Law of Commercial Transactions
GBL	460	Int'l Bus Law & Sustainability
GBL	491	Topics in Business Law
GEN	800	Genetics Seminar
GEN	999	Doctoral Dissertation Research
GEO	113	Intro to Economic Geography
GEO	151	Human Geography
GEO	203	Introduction to Meteorology
GEO	204	World Regional Geography
GEO	206	Physical Geography
GEO	211	Environmental Policy &Practice
GEO	221	Intro Geographic Information
GEO	221L	Intro Geo Info Lab
GEO	235	Geography Environment & Health
GEO	324	Remote Sensing of Environment
GEO	325	Geographic Information Systems
GEO	330	Geography of the U.S. & Canada
GEO	333	Geography of Michigan
GEO	337	Geography of Asia-Pacific
GEO	339	Geography of the Middle East
GEO	413	Urban Geography
GEO	424	Advanced Remote Sensing
GEO	436	Spatial Analysis of Population
GEO	441	Cultural Geography
GEO	886	Research Design in Geography
GEO	986	Theory & Philosop in Geography
GEO	999	Doctoral Dissertation Research
GLG	201	The Dynamic Earth
GLG	301	Geology Continents and Oceans
GLG	304	Phys & Biol History of Earth
GLG	361	Ign & Met Geochem & Petrology
GLG	412	Glacial Geology-Climate Change
GLG	421	Environmental Geochemistry
GLG	431	Sedimentology/Stratigraphy
GLG	440	Planetary Geology
GLG	470	Solid Earth Geophys & Geodyn
GLG	999	Doctoral Dissertation Research
GRM	101	Elementary German I
GRM	102	Elementary German II
GRM	201	Second-Year German I
GRM	202	Second-Year German II
GRM	202	Second-Year German II
GRM	202	Second-Year German II
GRM	302	Third-Year German II
GRM	302	Third-Year German II
GRM	302	Third-Year German II
GRM	325	Third-Year German: Oral Comm
GRM	341	German Lit & Cult Before 1918
GRM	445	20th Cen & Contemp German Lit
GSAH	200	Global Questions, Issues
GSAH	220	Global Interactions/Identities
GSAH	220	Global Interactions/Identities
GSAH	230	Values/Experience/Difference
GSAH	230	Values/Experience/Difference
GSAH	310	Global Conflict and Justice
GSAH	311	Cross Boundaries/Change Worlds
HA	102	Wstrn Art:Renaissance-Contemp
HA	209	Ancient Art
HA	210	Medieval Art
HA	240	Modern Art
HA	250	American Art
HA	251	History of Photography
HA	252	Intro to Comtemporary Art
HA	260	Asian Art
HB	100	Intro Hospitality Business
HB	105	Service Management
HB	201	HB Prof Dev I
HB	237	Mgt of Lodging Systems
HB	265	Food Mgt: Safety & Nutrition
HB	267	Food and Beverage Management
HB	302	Hospitality Managerial Acct
HB	307	Hospitality Human Resource
HB	311	Hospitality Finance
HB	321	Club Operations and Management
HB	337	Hospitality Information Sys
HB	345	Quantity Food Production Sys
HB	345L	Quantity Food Prod Sys Lab
HB	349	Facility Maintenance & Systems
HB	358	Hospitality Business Ownership
HB	375	Hospitality Marketing
HB	401	HB Prof Dev II
HB	401	HB Prof Dev II
HB	405	Adv Food Bev Mgt
HB	411	Hospitality Beverages
HB	437	Hospitality Revenue Management
HB	447	Hospitality Business Law
HB	482	Advanced Hospitality Finance
HB	485	Hospitality Food Operations
HB	486	Advanced Hospitality Marketing
HB	486	Advanced Hospitality Marketing
HB	489	Hospitality Bus Strategy (W)
HB	492	HB Real Estate Skills Workshop
HB	847	Hospitality Business Law
HB	885	Hospitality Business Research
HDFS	145	Individual Couples & Families
HDFS	211	Child Growth and Development
HDFS	212	Children, Youth and Family
HDFS	225	Lifespan Human Devel in Family
HDFS	238	Personal Finance
HDFS	270	Intro to HDFS
HDFS	320	Interaction with Children
HDFS	320L	Interaction with Children-Lab
HDFS	321	Curriculum for Children
HDFS	321L	Curriculum for Children-Lab
HDFS	322	Infant Dev & Program Planning
HDFS	345	Principles Family Studies (W)
HDFS	414	Parenting
HDFS	424	Student Teaching in ECE
HDFS	442	Ethnic Families in America
HDFS	444	Interpersonal Relation Family
HDFS	445	Human Sexuality
HDFS	447	Mgmt of Human Service Programs
HDFS	448	Child and Family Policy
HDFS	449	Special Needs Child & Family
HDFS	454	Family Resource Management
HDFS	472	Eval of Human Service Programs
HDFS	473	Admin Early Childhood Programs
HDFS	481	Res/Quantitative Methods
HDFS	493	Internship
HDFS	822	Assessment of the Young Child
HDFS	862	Yth Cultures/Culture of Yths
HDFS	999	Doctoral Dissertation Research
HM	101	Introduction to Public Health
HM	101	Introduction to Public Health
HM	101	Introduction to Public Health
HM	101	Introduction to Public Health
HM	515	Cardiovascular Domain
HM	525	Pulmonary Domain
HM	526	Urinary Tract Domain
HM	527	Digestive Domain
HM	528	Met & Endo & Reprod Domain
HM	535	Clinical Skills V
HM	547	Soc Con Clin Decisions II
HM	548	Medical Humanities Seminar
HM	590	Special Topics in Medicine
HM	590	Special Topics in Medicine
HM	591	Spec Prob in Human Medicine
HM	591	Spec Prob in Human Medicine
HM	637	Core Competencies III
HM	640	Service Learning in Community
HM	691	Research Clerkship
HM	801	Introduction to Public Health
HM	802	Biostatistics Public Health
HM	803	Epidemiology and Public Health
HM	804	Public Health Administration
HM	805	Social & Behav Asp Public Hlth
HM	806	Environ Factors of Health
HM	832	Global Public Health
HM	836	Comparative Healthcare Systems
HM	839	Water & PH: Global Perspective
HM	840	Public Health Finance
HM	852	Outbreak Investigations in PH
HM	854	Health Equity in Public Health
HM	861	Intro Public Health Nutrition
HM	865	Vitamins & Minerals
HM	871	Vaccine Preventable Diseases
HM	873	Maternal & Child Health
HM	891	Intro Public Health Practicum
HM	892	Public Health Practicum
HM	893	Public Health Capstone
HNF	150	Intro To Human Nutrition
HNF	300	Experiment Approaches to Foods
HNF	310	Nutrition in Medicine
HNF	320	Prof Prac of Dietetics & Nutr
HNF	350	Adv Hum Nutrition & Metabolism
HNF	400	Art & Science of Food Prep
HNF	406	Global Foods and Culture
HNF	444	Business of Nutrition Services
HNF	445	Foodservice Mgt Practicum
HNF	450	Nut Prev Treatment of Disease
HNF	453	Nutrition & Human Development
HNF	457	Sports and Cardiovascular Nutr
HNF	472	Medical Nutrition Therapy II
HNF	490	Independent Study
HNF	892	Nutrition Seminar
HRLR	201	Human Capital and Society
HRLR	211	Intro to Org Leadership
HRLR	311	Applied Org Leadership
HRLR	313	Employment Relations
HRLR	809	Economics of HR
HRLR	813	OB for HR & LR
HRLR	816	Organizational Devel & Change
HRLR	819	Negotiation & Cnflct Resolut
HRLR	820	HR Practices & Decisions
HRLR	822	Training and Development
HRLR	832	Quant Methods for HR Analyses
HRLR	855	International Human Resources
HRLR	858	Collective Bargaining
HRLR	868	Employment Law
HRLR	871	Human Res & Firm Performance
HRLR	872	Business & HR Strategy
HRT	100	Horticulture Plants & People
HRT	204	Plant Propagation
HRT	205	Plant Mineral Nutrition
HRT	206	Training and Pruning Plants
HRT	212	Landscape Plants II
HRT	213	Landscape Maintenance
HRT	218	Irrigation Sys for Hort
HRT	242	Pass Solar Grnhse for Pro Cul
HRT	243	Organic Transplant Production
HRT	251	Organic Farming Prin and Pract
HRT	253	Compost Production and Use
HRT	311	Landscape Design & Mgt Specif
HRT	336	Viticulture & Berry Production
HRT	341	Vegetable Production/Managemnt
HRT	362	Applied Crop Improvement
HRT	401	Adv Horticultural Crop Phys
HRT	404	Horticulture Management (W)
HRT	820	Plant Rep Biol & Polyploidy
HRT	894	Horticulture Seminar
HST	110	Hist Appro to Contemp Issues
HST	140	World History to 1500
HST	150	World History since 1500
HST	201	Historical Methods and Skills
HST	201	Historical Methods and Skills
HST	201	Historical Methods and Skills
HST	201	Historical Methods and Skills
HST	201	Historical Methods and Skills
HST	201	Historical Methods and Skills
HST	202	U.S. History to 1876
HST	203	U.S. History Since 1876
HST	209	Traditional East Asia
HST	212	National Latin America
HST	213	U.S. Business & Econ History
HST	220	History of Food and Alcohol
HST	294	History of Catholicism
HST	304	The American Civil War
HST	305	The Making of the Modern U.S.
HST	306	Modern United States
HST	311	African Amer Hist since 1876
HST	314	Women in the U.S. since 1869
HST	317	American Jewish History
HST	324	History of Sport in America
HST	326	U.S. Foreign Relat since 1914
HST	328	Modern U.S. Military History
HST	331	Anct Roman Hist 200 BCE-500 CE
HST	332	Medieval Europe
HST	336	Contemporary Europe 1870-Pres
HST	344	Russia in the 20th Century
HST	364	South Africa
HST	370	Japan since 1800
HST	373	Modern Middle East
HST	378	Native Amer in N Amer to 1830
HST	383	The Caribbean
HST	392	History of the Holocaust
HST	455	Special Topics in Modern Hist
HST	456	Topics in History of Sexuality
HST	480	Seminar American History (W)
HST	482	Seminar Medieval History (W)
HST	483	Sem Modern European Hist (W)
HST	485	Seminar in Asian History (W)
HST	808	U.S. Research Seminar
HST	880	Sem Comparative Black History
HST	999	Doctoral Dissertation Research
IAH	201	U.S. & The World (D)
IAH	201	U.S. & The World (D)
IAH	201	U.S. & The World (D)
IAH	202	Europe and the World (I)
IAH	202	Europe and the World (I)
IAH	203	Latin America & the World (I)
IAH	204	Asia and the World (I)
IAH	204	Asia and the World (I)
IAH	204	Asia and the World (I)
IAH	205	Africa and the World (I)
IAH	205	Africa and the World (I)
IAH	206	Self, Society, Technology (D)
IAH	206	Self, Society, Technology (D)
IAH	206	Self, Society, Technology (D)
IAH	207	Lit, Cultures, Identities (I)
IAH	207	Lit, Cultures, Identities (I)
IAH	207	Lit, Cultures, Identities (I)
IAH	207	Lit, Cultures, Identities (I)
IAH	207	Lit, Cultures, Identities (I)
IAH	207	Lit, Cultures, Identities (I)
IAH	207	Lit, Cultures, Identities (I)
IAH	207	Lit, Cultures, Identities (I)
IAH	207	Lit, Cultures, Identities (I)
IAH	207	Lit, Cultures, Identities (I)
IAH	208	Music and Culture (I)
IAH	208	Music and Culture (I)
IAH	209	Art, the Visual, & Culture (D)
IAH	209	Art, the Visual, & Culture (D)
IAH	209	Art, the Visual, & Culture (D)
IAH	209	Art, the Visual, & Culture (D)
IAH	210	Middle East and World (I)
IAH	211A	Area Studies Africa (I)
IAH	211B	Area Studies Asia (I)
IAH	211B	Area Studies Asia (I)
IAH	211B	Area Studies Asia (I)
IAH	211C	Area Studies Americas (D)
IAH	211C	Area Studies Americas (D)
IAH	211C	Area Studies Americas (D)
IAH	211C	Area Studies Americas (D)
IAH	211C	Area Studies Americas (D)
IAH	211C	Area Studies Americas (D)
IAH	211C	Area Studies Americas (D)
IAH	211C	Area Studies Americas (D)
IAH	211C	Area Studies Americas (D)
IAH	211D	Area Studies Middle East (I)
IAH	221A	Great Ages Ancient World (I)
IAH	221A	Great Ages Ancient World (I)
IAH	221B	Great Ages Med Early Mod (I)
IAH	221B	Great Ages Med Early Mod (I)
IAH	221B	Great Ages Med Early Mod (I)
IAH	221C	Great Ages Modern World (I)
IAH	221C	Great Ages Modern World (I)
IAH	221C	Great Ages Modern World (I)
IAH	221C	Great Ages Modern World (I)
IAH	221C	Great Ages Modern World (I)
IAH	221C	Great Ages Modern World (I)
IAH	231A	Human Values Arts & Hum (D)
IAH	231A	Human Values Arts & Hum (D)
IAH	231B	Moral Issues Arts & Hum (D)
IAH	231B	Moral Issues Arts & Hum (D)
IAH	231B	Moral Issues Arts & Hum (D)
IAH	231B	Moral Issues Arts & Hum (D)
IAH	231B	Moral Issues Arts & Hum (D)
IAH	231B	Moral Issues Arts & Hum (D)
IAH	231C	Roles of Lang in Society (D)
IAH	231C	Roles of Lang in Society (D)
IAH	231C	Roles of Lang in Society (D)
IAH	241A	Music/Society Modern Wrld (D)
IAH	241A	Music/Society Modern Wrld (D)
IAH	241C	Cul & Artistic Trad Europe (I)
IAH	241C	Cul & Artistic Trad Europe (I)
IAH	241C	Cul & Artistic Trad Europe (I)
IAH	241D	Theater & Soc in the West (I)
IAH	241E	Creative Process (D)
IAH	241E	Creative Process (D)
IAH	241F	Traditions in World Art (I)
IAH	241F	Traditions in World Art (I)
IBIO	150	IBIO:from DNA to Populations
IBIO	313	Animal Behavior
IBIO	328	Compar Anat & Bio Verteb (W)
IBIO	341	Fundamental Genetics
IBIO	341	Fundamental Genetics
IBIO	355	Ecology
IBIO	355L	Ecology Laboratory (W)
IBIO	357	Global Change Biology (W)
IBIO	365	Biology of Mammals
IBIO	369	Intro to Zoo & Aquarium Sci
IBIO	405	Neural Basis of Anim Behavior
IBIO	425	Cells and Development (W)
IBIO	445	Evolution (W)
IBIO	450	Cancer Biology (W)
IBIO	483	Environmental Physiology (W)
IBIO	489	Sem in Zoo & Aquarium Science
IBIO	492L	Adv Research Appl Conserv Med
IBIO	493	Intl Comm Conservation Med (W)
IBIO	890	Special Problems
IBIO	999	Doctoral Dissertation Research
IDES	142	Design Theory Studio
IDES	150	Interior Design Drafting
IDES	250	CAD and Structural Systems
IDES	252	Interior Design Synthesis I
IDES	350	Int Des Light & Environ Sys
IDES	352	Interior Design Synthesis II
IDES	354	Hist Int Des Neo-Class - Mod
IDES	393	Intro to Prof Practice
IDES	440	Contemporary Design Issues
IDES	451	ID Professional Practice
IDES	452	Interior Design Synthesis III
IM	401	Clin Emergency Med Research I
IM	651	Cardiology Clerkship
IM	652	Gastroenterology Clerkship
IM	655	Nephrology Clerkship
IM	657	Core Emergency Medicine Clkshp
IM	658	Core IM Out-Patient Clerkship
IM	659	Medical Critical Care Clkshp
IM	660	Core Internal Med SubInternshp
IM	661	IM Specialty Clerkship
IM	663	Emergency Medicine/Wilderness
ISB	200	History of Life
ISB	200	History of Life
ISB	201	Insects, Global, & Sustain
ISB	201	Insects, Global, & Sustain
ISB	201	Insects, Global, & Sustain
ISB	201L	Insects, Global, & Sustain Lab
ISB	202	Appl Envir & Organismal Bio
ISB	202	Appl Envir & Organismal Bio
ISB	202	Appl Envir & Organismal Bio
ISB	202	Appl Envir & Organismal Bio
ISB	202	Appl Envir & Organismal Bio
ISB	202	Appl Envir & Organismal Bio
ISB	202	Appl Envir & Organismal Bio
ISB	202	Appl Envir & Organismal Bio
ISB	204	Appl Biomedical Sciences
ISB	208L	IS Biology Lab
ISE	120	Integrated Science Seminar
ISE	301	Science for Elementary Schools
ISE	301	Science for Elementary Schools
ISE	301	Science for Elementary Schools
ISE	320	Integrated Science
ISE	420	Integrated Science Research
ISE	870	Teaching College Science
ISP	203A	Global Change
ISP	203A	Global Change
ISP	203A	Global Change
ISP	203B	Natural Hazards & Environment
ISP	203B	Natural Hazards & Environment
